purity	normFactor	score	diploidProportion	ploidy	somaticPenalty
0.7200	0.5338	1.2176	0.0000	4.4000	0.0000
0.4400	0.6116	1.2177	0.0000	4.8500	0.0000
0.5800	0.6415	1.2177	0.0000	3.9000	0.0000
0.5400	1.2692	1.2178	0.0000	1.2000	0.0000
0.2900	0.7801	1.2178	0.0000	3.9000	0.0000
0.6300	0.5770	1.2178	0.0000	4.3000	0.0000
0.5200	0.5209	1.2180	0.0000	5.5000	0.0000
0.4200	1.0252	1.2180	0.0000	1.8600	0.0000
0.9900	0.7028	1.2181	0.0000	2.8400	0.0000
0.5400	1.2605	1.2182	0.0000	1.2200	0.0000
0.5400	1.2519	1.2182	0.0000	1.2400	0.0000
0.9600	0.4729	1.2183	0.0000	4.3000	0.0000
0.4500	1.2547	1.2185	0.0000	1.0800	0.0000
0.5100	0.9199	1.2188	0.0000	2.3200	0.0000
0.6500	0.5590	1.2189	0.0000	4.4000	0.0000
0.7900	0.5883	1.2191	0.0000	3.7500	0.0000
0.5400	1.2269	1.2191	0.0000	1.3000	0.0000
0.3700	0.8612	1.2192	0.0000	2.8400	0.0000
0.5800	0.5448	1.2192	0.0000	4.8500	0.0000
0.7100	0.6071	1.2195	0.0000	3.8000	0.0000
0.8600	0.2995	1.2197	0.0000	7.4000	0.0000
0.5100	0.9376	1.2199	0.0000	2.2400	0.0000
0.9800	0.7049	1.2201	0.0000	2.8400	0.0000
0.6300	1.3082	1.2204	0.0000	1.2400	0.0000
0.1900	0.6455	1.2206	0.0000	7.7000	0.0000
0.4300	0.9162	1.2208	0.0000	2.4000	0.0000
0.9200	1.4102	1.2208	0.0000	1.3600	0.0000
0.8000	1.6365	1.2213	0.0000	1.0200	0.0000
0.5500	1.2075	1.2214	0.0000	1.3600	0.0000
0.7600	1.3991	1.2214	0.0000	1.2400	0.0000
0.7800	1.3835	1.2215	0.0000	1.2800	0.0000
0.5400	1.2188	1.2216	0.0000	1.3200	0.0000
0.7300	0.5304	1.2218	0.0000	4.4000	0.0000
0.4600	0.9189	1.2221	0.0000	2.3600	0.0000
0.9400	0.5390	1.2221	0.0000	3.8000	0.0000
0.8900	1.3741	1.2222	0.0000	1.3800	0.0000
0.5400	1.2108	1.2222	0.0000	1.3400	0.0000
0.2200	0.7242	1.2224	0.0000	5.4000	0.0000
0.3600	0.8670	1.2224	0.0000	2.8200	0.0000
0.3000	0.7698	1.2227	0.0000	3.9500	0.0000
0.3000	0.7197	1.2234	0.0000	4.5500	0.0000
0.8000	1.3975	1.2237	0.0000	1.2800	0.0000
0.6900	0.3241	1.2237	0.0000	8.0000	0.0000
0.6000	0.6399	1.2238	0.0000	3.8500	0.0000
0.5400	1.2029	1.2239	0.0000	1.3600	0.0000
0.4400	1.0408	1.2241	0.0000	1.8000	0.0000
0.5000	0.9614	1.2242	0.0000	2.1400	0.0000
0.8000	1.3820	1.2247	0.0000	1.3000	0.0000
0.4600	1.0531	1.2247	0.0000	1.7600	0.0000
0.9300	0.5486	1.2248	0.0000	3.7500	0.0000
0.6100	1.2850	1.2250	0.0000	1.2600	0.0000
0.4000	0.9145	1.2252	0.0000	2.4400	0.0000
0.4300	0.6170	1.2264	0.0000	4.8500	0.0000
0.2200	0.6559	1.2265	0.0000	6.7000	0.0000
0.9700	0.7070	1.2267	0.0000	2.8400	0.0000
0.8900	1.4088	1.2268	0.0000	1.3400	0.0000
0.8200	1.3797	1.2268	0.0000	1.3200	0.0000
0.7800	1.3987	1.2269	0.0000	1.2600	0.0000
0.4300	0.5350	1.2270	0.0000	6.0000	0.0000
0.6000	0.4926	1.2270	0.0000	5.4000	0.0000
0.3200	0.8649	1.2272	0.0000	2.9400	0.0000
0.9700	0.7021	1.2272	0.0000	2.8600	0.0000
0.3400	0.8655	1.2274	0.0000	2.8800	0.0000
0.2200	0.7300	1.2274	0.0000	5.3000	0.0000
0.6000	0.5156	1.2275	0.0000	5.1000	0.0000
0.9900	1.4154	1.2276	0.0000	1.4000	0.0000
0.2400	0.5785	1.2277	0.0000	8.0000	0.0000
0.2600	0.6030	1.2277	0.0000	7.0000	0.0000
0.9800	0.6952	1.2278	0.0000	2.8800	0.0000
0.4900	1.0463	1.2279	0.0000	1.8000	0.0000
0.7500	1.3772	1.2280	0.0000	1.2600	0.0000
0.7800	0.5914	1.2280	0.0000	3.7500	0.0000
0.4100	0.6240	1.2285	0.0000	4.9000	0.0000
0.3100	0.7171	1.2286	0.0000	4.5000	0.0000
0.3000	1.1706	1.2288	0.0000	1.0000	0.0000
0.8400	1.3766	1.2293	0.0000	1.3400	0.0000
0.3300	0.6054	1.2294	0.0000	5.9000	0.0000
0.9900	0.6884	1.2295	0.0000	2.9000	0.0000
0.5700	1.2255	1.2296	0.0000	1.3400	0.0000
0.8300	1.4024	1.2296	0.0000	1.3000	0.0000
0.9700	0.4703	1.2296	0.0000	4.3000	0.0000
0.5200	0.5758	1.2299	0.0000	4.8000	0.0000
0.8600	1.4062	1.2300	0.0000	1.3200	0.0000
0.3000	0.5735	1.2304	0.0000	6.9000	0.0000
0.5000	0.9171	1.2306	0.0000	2.3400	0.0000
0.6200	0.5862	1.2307	0.0000	4.2500	0.0000
0.4300	0.5057	1.2308	0.0000	6.5000	0.0000
0.8200	0.5068	1.2310	0.0000	4.3500	0.0000
0.8000	0.3189	1.2310	0.0000	7.3000	0.0000
0.9900	0.4763	1.2313	0.0000	4.2000	0.0000
0.3200	0.7973	1.2313	0.0000	3.5500	0.0000
0.9400	1.3679	1.2314	0.0000	1.4200	0.0000
0.3700	0.8640	1.2316	0.0000	2.8200	0.0000
0.5800	0.6356	1.2316	0.0000	3.9500	0.0000
0.2800	0.5902	1.2317	0.0000	6.9000	0.0000
0.7500	1.4064	1.2324	0.0000	1.2200	0.0000
0.5400	1.1951	1.2326	0.0000	1.3800	0.0000
0.3900	0.5245	1.2327	0.0000	6.6000	0.0000
0.3900	0.9613	1.2327	0.0000	2.1800	0.0000
0.9700	1.3660	1.2328	0.0000	1.4400	0.0000
0.5600	1.2122	1.2331	0.0000	1.3600	0.0000
0.6900	1.4431	1.2332	0.0000	1.1000	0.0000
0.1800	0.6576	1.2337	0.0000	7.7000	0.0000
0.3100	0.5655	1.2342	0.0000	6.9000	0.0000
0.4200	0.5470	1.2342	0.0000	5.9000	0.0000
0.7000	0.6104	1.2343	0.0000	3.8000	0.0000
0.9600	0.7091	1.2349	0.0000	2.8400	0.0000
0.2900	0.5448	1.2353	0.0000	7.7000	0.0000
0.5900	0.5363	1.2358	0.0000	4.9000	0.0000
0.8600	1.3728	1.2358	0.0000	1.3600	0.0000
0.7700	0.5945	1.2361	0.0000	3.7500	0.0000
0.9100	1.3687	1.2362	0.0000	1.4000	0.0000
0.7400	0.5270	1.2363	0.0000	4.4000	0.0000
0.7100	1.3627	1.2365	0.0000	1.2400	0.0000
0.2600	0.6900	1.2366	0.0000	5.4000	0.0000
0.4800	1.0667	1.2366	0.0000	1.7200	0.0000
0.3900	1.0028	1.2368	0.0000	1.9600	0.0000
0.4900	1.0517	1.2369	0.0000	1.7800	0.0000
0.3400	0.5584	1.2376	0.0000	6.6000	0.0000
0.2600	0.7401	1.2377	0.0000	4.6500	0.0000
0.4700	1.0598	1.2378	0.0000	1.7400	0.0000
0.2600	0.5891	1.2378	0.0000	7.3000	0.0000
0.3900	0.7877	1.2378	0.0000	3.3500	0.0000
0.9600	0.5015	1.2382	0.0000	4.0500	0.0000
0.4100	0.9127	1.2384	0.0000	2.4400	0.0000
0.9600	0.5204	1.2385	0.0000	3.9000	0.0000
0.6000	0.6104	1.2386	0.0000	4.1000	0.0000
0.7700	1.3766	1.2389	0.0000	1.2800	0.0000
0.5100	0.5805	1.2390	0.0000	4.8000	0.0000
0.8500	0.3020	1.2395	0.0000	7.4000	0.0000
1.0000	0.4682	1.2395	0.0000	4.2500	0.0000
0.6100	0.5035	1.2396	0.0000	5.2000	0.0000
0.3300	0.5710	1.2397	0.0000	6.5000	0.0000
0.9400	0.5460	1.2398	0.0000	3.7500	0.0000
1.0000	1.3630	1.2400	0.0000	1.4600	0.0000
0.8100	1.4046	1.2403	0.0000	1.2800	0.0000
0.9800	0.4678	1.2404	0.0000	4.3000	0.0000
0.8100	1.6498	1.2404	0.0000	1.0200	0.0000
0.9500	0.5364	1.2404	0.0000	3.8000	0.0000
0.6300	0.5718	1.2406	0.0000	4.3500	0.0000
0.6400	0.5628	1.2407	0.0000	4.4000	0.0000
0.6800	1.4624	1.2409	0.0000	1.0600	0.0000
0.9300	0.5557	1.2412	0.0000	3.7000	0.0000
0.3900	0.7816	1.2414	0.0000	3.4000	0.0000
0.5000	0.9660	1.2414	0.0000	2.1200	0.0000
0.9600	0.5270	1.2415	0.0000	3.8500	0.0000
0.9600	0.5140	1.2416	0.0000	3.9500	0.0000
0.4700	0.9174	1.2425	0.0000	2.3600	0.0000
0.3700	0.8667	1.2425	0.0000	2.8000	0.0000
0.2000	0.7007	1.2426	0.0000	6.2000	0.0000
0.9600	1.4166	1.2426	0.0000	1.3800	0.0000
0.5800	0.5491	1.2428	0.0000	4.8000	0.0000
0.4300	1.0351	1.2429	0.0000	1.8200	0.0000
0.9500	0.7112	1.2434	0.0000	2.8400	0.0000
0.4900	1.0572	1.2434	0.0000	1.7600	0.0000
0.9400	0.5531	1.2434	0.0000	3.7000	0.0000
0.3800	0.7801	1.2434	0.0000	3.4500	0.0000
0.4100	0.6084	1.2436	0.0000	5.1000	0.0000
0.8300	0.5037	1.2439	0.0000	4.3500	0.0000
0.5100	0.9422	1.2440	0.0000	2.2200	0.0000
0.9600	0.2968	1.2440	0.0000	6.9000	0.0000
1.0000	0.6815	1.2440	0.0000	2.9200	0.0000
0.9800	0.4845	1.2441	0.0000	4.1500	0.0000
0.6400	1.3148	1.2441	0.0000	1.2400	0.0000
0.3100	0.7420	1.2442	0.0000	4.2000	0.0000
0.7400	1.3702	1.2443	0.0000	1.2600	0.0000
0.9200	0.5584	1.2444	0.0000	3.7000	0.0000
0.7400	0.3491	1.2444	0.0000	7.0000	0.0000
0.8400	1.4094	1.2444	0.0000	1.3000	0.0000
0.5900	0.6437	1.2445	0.0000	3.8500	0.0000
0.6000	1.2692	1.2447	0.0000	1.2800	0.0000
0.9500	0.2990	1.2448	0.0000	6.9000	0.0000
0.9600	0.7043	1.2448	0.0000	2.8600	0.0000
0.7900	1.3753	1.2449	0.0000	1.3000	0.0000
0.9700	0.2947	1.2449	0.0000	6.9000	0.0000
0.7700	1.4066	1.2451	0.0000	1.2400	0.0000
0.5800	1.2394	1.2452	0.0000	1.3200	0.0000
0.2900	0.5817	1.2453	0.0000	6.9000	0.0000
0.3900	0.7938	1.2453	0.0000	3.3000	0.0000
0.9400	0.3012	1.2456	0.0000	6.9000	0.0000
0.9800	0.2926	1.2458	0.0000	6.9000	0.0000
0.3900	0.9577	1.2460	0.0000	2.2000	0.0000
0.6100	0.5955	1.2460	0.0000	4.2000	0.0000
0.3100	0.8615	1.2460	0.0000	3.0000	0.0000
0.3100	0.8176	1.2462	0.0000	3.4000	0.0000
0.8700	0.3177	1.2464	0.0000	6.9000	0.0000
0.7900	1.4060	1.2464	0.0000	1.2600	0.0000
0.9300	0.3035	1.2464	0.0000	6.9000	0.0000
0.9900	0.2905	1.2465	0.0000	6.9000	0.0000
0.5300	0.5162	1.2465	0.0000	5.5000	0.0000
0.5500	1.1995	1.2465	0.0000	1.3800	0.0000
0.9600	0.5077	1.2465	0.0000	4.0000	0.0000
0.3300	0.5452	1.2467	0.0000	7.0000	0.0000
0.3800	0.8230	1.2468	0.0000	3.1000	0.0000
1.0000	0.2884	1.2469	0.0000	6.9000	0.0000
0.2700	1.1361	1.2470	0.0000	1.0800	0.0000
0.9200	0.3058	1.2470	0.0000	6.9000	0.0000
0.8800	0.3153	1.2471	0.0000	6.9000	0.0000
0.8800	1.3683	1.2473	0.0000	1.3800	0.0000
0.9700	0.6974	1.2474	0.0000	2.8800	0.0000
0.4900	1.0627	1.2474	0.0000	1.7400	0.0000
0.9100	0.3081	1.2474	0.0000	6.9000	0.0000
0.8900	0.3128	1.2474	0.0000	6.9000	0.0000
0.9000	0.3105	1.2476	0.0000	6.9000	0.0000
0.7400	1.4134	1.2479	0.0000	1.2000	0.0000
1.0000	0.7057	1.2479	0.0000	2.8200	0.0000
0.9100	0.5610	1.2481	0.0000	3.7000	0.0000
0.3600	0.7835	1.2481	0.0000	3.5000	0.0000
0.3600	0.8698	1.2482	0.0000	2.8000	0.0000
0.4000	0.9112	1.2483	0.0000	2.4600	0.0000
0.9700	0.4929	1.2484	0.0000	4.1000	0.0000
0.6900	0.6138	1.2485	0.0000	3.8000	0.0000
0.4900	1.0739	1.2486	0.0000	1.7000	0.0000
0.4900	1.0797	1.2488	0.0000	1.6800	0.0000
0.8100	1.3732	1.2489	0.0000	1.3200	0.0000
0.4200	0.9109	1.2490	0.0000	2.4400	0.0000
0.4900	1.0683	1.2491	0.0000	1.7200	0.0000
0.2500	0.7236	1.2494	0.0000	5.0000	0.0000
0.5100	0.9156	1.2495	0.0000	2.3400	0.0000
0.7400	0.3447	1.2496	0.0000	7.1000	0.0000
0.5900	0.5405	1.2497	0.0000	4.8500	0.0000
0.2500	0.5686	1.2497	0.0000	8.0000	0.0000
0.8600	0.3202	1.2497	0.0000	6.9000	0.0000
0.6500	0.5539	1.2498	0.0000	4.4500	0.0000
0.9900	0.7077	1.2502	0.0000	2.8200	0.0000
0.9900	0.4653	1.2505	0.0000	4.3000	0.0000
0.2900	0.7226	1.2507	0.0000	4.6000	0.0000
0.5900	1.2540	1.2508	0.0000	1.3000	0.0000
0.6200	0.4919	1.2509	0.0000	5.3000	0.0000
0.5000	0.5853	1.2510	0.0000	4.8000	0.0000
0.7600	0.3343	1.2512	0.0000	7.2000	0.0000
0.7600	0.5976	1.2512	0.0000	3.7500	0.0000
0.9000	0.5637	1.2513	0.0000	3.7000	0.0000
0.8700	1.4130	1.2515	0.0000	1.3200	0.0000
0.4500	0.9166	1.2515	0.0000	2.3800	0.0000
0.4100	1.0201	1.2516	0.0000	1.8800	0.0000
0.9300	1.4166	1.2518	0.0000	1.3600	0.0000
0.7000	1.3556	1.2519	0.0000	1.2400	0.0000
0.3700	0.8695	1.2521	0.0000	2.7800	0.0000
0.9800	0.7098	1.2522	0.0000	2.8200	0.0000
0.3500	0.8675	1.2527	0.0000	2.8400	0.0000
0.4900	0.4028	1.2529	0.0000	8.0000	0.0000
0.3200	0.5895	1.2531	0.0000	6.3000	0.0000
0.8300	1.3704	1.2531	0.0000	1.3400	0.0000
0.4300	0.5748	1.2537	0.0000	5.4000	0.0000
0.9700	0.7119	1.2538	0.0000	2.8200	0.0000
0.3300	0.8664	1.2538	0.0000	2.9000	0.0000
0.8900	0.5665	1.2540	0.0000	3.7000	0.0000
0.6600	0.5502	1.2541	0.0000	4.4500	0.0000
0.9500	0.5434	1.2542	0.0000	3.7500	0.0000
0.8500	0.3228	1.2545	0.0000	6.9000	0.0000
0.2200	0.7184	1.2547	0.0000	5.5000	0.0000
0.9000	1.4154	1.2549	0.0000	1.3400	0.0000
0.5400	1.1874	1.2550	0.0000	1.4000	0.0000
0.9800	0.6905	1.2550	0.0000	2.9000	0.0000
0.3200	0.5577	1.2551	0.0000	6.9000	0.0000
0.9600	0.7140	1.2552	0.0000	2.8200	0.0000
0.6200	0.5809	1.2555	0.0000	4.3000	0.0000
0.9500	0.5505	1.2557	0.0000	3.7000	0.0000
0.5900	0.6200	1.2558	0.0000	4.0500	0.0000
0.8400	0.5008	1.2560	0.0000	4.3500	0.0000
0.5000	0.9707	1.2560	0.0000	2.1000	0.0000
0.8800	0.5692	1.2561	0.0000	3.7000	0.0000
0.9500	0.7161	1.2562	0.0000	2.8200	0.0000
0.7000	0.3210	1.2563	0.0000	8.0000	0.0000
1.0000	1.4214	1.2566	0.0000	1.4000	0.0000
0.6000	0.5279	1.2568	0.0000	4.9500	0.0000
0.8200	1.6633	1.2572	0.0000	1.0200	0.0000
0.3900	0.9541	1.2574	0.0000	2.2200	0.0000
0.9600	0.5338	1.2580	0.0000	3.8000	0.0000
0.4800	0.9159	1.2581	0.0000	2.3600	0.0000
0.6000	0.5237	1.2583	0.0000	5.0000	0.0000
0.2400	0.7316	1.2588	0.0000	5.0000	0.0000
0.2100	0.6956	1.2589	0.0000	6.1000	0.0000
0.5600	1.2040	1.2591	0.0000	1.3800	0.0000
0.8400	0.3254	1.2592	0.0000	6.9000	0.0000
0.4200	0.6225	1.2595	0.0000	4.8500	0.0000
0.6100	0.4885	1.2595	0.0000	5.4000	0.0000
0.7600	1.3698	1.2597	0.0000	1.2800	0.0000
0.8400	0.3045	1.2598	0.0000	7.4000	0.0000
0.4400	0.5231	1.2605	0.0000	6.1000	0.0000
0.9400	0.7182	1.2606	0.0000	2.8200	0.0000
0.7500	0.5237	1.2607	0.0000	4.4000	0.0000
0.8200	1.4118	1.2607	0.0000	1.2800	0.0000
0.9400	0.7134	1.2609	0.0000	2.8400	0.0000
0.5700	0.5578	1.2611	0.0000	4.7500	0.0000
0.6500	1.3214	1.2612	0.0000	1.2400	0.0000
0.4500	1.2619	1.2613	0.0000	1.0600	0.0000
0.5500	0.5666	1.2613	0.0000	4.7500	0.0000
0.4900	0.5902	1.2614	0.0000	4.8000	0.0000
0.7000	1.4379	1.2614	0.0000	1.1200	0.0000
0.7900	0.3216	1.2617	0.0000	7.3000	0.0000
0.2600	0.7856	1.2617	0.0000	4.0500	0.0000
0.9600	1.3608	1.2617	0.0000	1.4400	0.0000
0.9300	1.3625	1.2619	0.0000	1.4200	0.0000
0.5600	0.5622	1.2621	0.0000	4.7500	0.0000
0.4800	1.0722	1.2623	0.0000	1.7000	0.0000
0.6300	0.5666	1.2624	0.0000	4.4000	0.0000
0.6700	0.5465	1.2626	0.0000	4.4500	0.0000
0.9500	0.7064	1.2629	0.0000	2.8600	0.0000
1.0000	0.4738	1.2629	0.0000	4.2000	0.0000
0.5200	0.9186	1.2630	0.0000	2.3200	0.0000
0.4400	0.5622	1.2631	0.0000	5.5000	0.0000
0.6800	0.6173	1.2631	0.0000	3.8000	0.0000
0.2900	1.1598	1.2631	0.0000	1.0200	0.0000
0.3000	0.7743	1.2631	0.0000	3.9000	0.0000
0.6200	1.2912	1.2632	0.0000	1.2600	0.0000
0.4500	1.0518	1.2636	0.0000	1.7600	0.0000
0.8300	0.3280	1.2636	0.0000	6.9000	0.0000
0.3400	0.7875	1.2638	0.0000	3.5500	0.0000
0.4100	0.9093	1.2640	0.0000	2.4600	0.0000
0.5800	0.6476	1.2641	0.0000	3.8500	0.0000
0.5400	0.5710	1.2643	0.0000	4.7500	0.0000
0.8700	0.5720	1.2643	0.0000	3.7000	0.0000
0.2700	0.5989	1.2644	0.0000	6.9000	0.0000
0.8500	1.3668	1.2646	0.0000	1.3600	0.0000
0.6900	1.3486	1.2647	0.0000	1.2400	0.0000
0.2800	0.7258	1.2648	0.0000	4.6500	0.0000
0.5800	0.5536	1.2650	0.0000	4.7500	0.0000
0.5200	0.9230	1.2656	0.0000	2.3000	0.0000
1.0000	0.4628	1.2657	0.0000	4.3000	0.0000
0.2300	0.5888	1.2657	0.0000	8.0000	0.0000
0.7500	0.6008	1.2658	0.0000	3.7500	0.0000
0.9600	0.5553	1.2661	0.0000	3.6500	0.0000
0.3900	0.5715	1.2662	0.0000	5.8000	0.0000
0.3900	0.9505	1.2662	0.0000	2.2400	0.0000
0.4900	1.0854	1.2663	0.0000	1.6600	0.0000
0.5100	0.9467	1.2663	0.0000	2.2000	0.0000
0.3700	0.8724	1.2665	0.0000	2.7600	0.0000
0.9600	0.6995	1.2669	0.0000	2.8800	0.0000
0.8500	0.4978	1.2672	0.0000	4.3500	0.0000
0.9600	0.5479	1.2674	0.0000	3.7000	0.0000
0.9900	1.3580	1.2674	0.0000	1.4600	0.0000
0.6400	0.5577	1.2677	0.0000	4.4500	0.0000
0.8200	0.3307	1.2678	0.0000	6.9000	0.0000
0.5200	0.9275	1.2679	0.0000	2.2800	0.0000
0.7300	1.4200	1.2680	0.0000	1.1800	0.0000
0.9000	1.3630	1.2680	0.0000	1.4000	0.0000
0.9300	0.7203	1.2681	0.0000	2.8200	0.0000
0.9600	0.5408	1.2682	0.0000	3.7500	0.0000
0.5700	0.6455	1.2682	0.0000	3.9000	0.0000
0.4400	0.9145	1.2685	0.0000	2.4000	0.0000
0.4600	1.0583	1.2685	0.0000	1.7400	0.0000
0.3800	0.8295	1.2685	0.0000	3.0500	0.0000
0.5000	0.9755	1.2686	0.0000	2.0800	0.0000
0.4300	0.9126	1.2688	0.0000	2.4200	0.0000
0.6000	0.5321	1.2689	0.0000	4.9000	0.0000
0.5300	1.1757	1.2691	0.0000	1.4200	0.0000
0.9900	0.6837	1.2693	0.0000	2.9200	0.0000
0.9500	0.5578	1.2696	0.0000	3.6500	0.0000
0.9700	0.5527	1.2696	0.0000	3.6500	0.0000
0.5500	1.1916	1.2698	0.0000	1.4000	0.0000
0.7800	1.3687	1.2700	0.0000	1.3000	0.0000
0.3200	0.5204	1.2700	0.0000	7.7000	0.0000
0.4900	0.9144	1.2701	0.0000	2.3600	0.0000
0.6800	0.5428	1.2703	0.0000	4.4500	0.0000
0.2600	0.6778	1.2704	0.0000	5.6000	0.0000
0.4700	1.0651	1.2705	0.0000	1.7200	0.0000
0.4200	0.5877	1.2706	0.0000	5.3000	0.0000
0.4400	1.2475	1.2708	0.0000	1.0800	0.0000
0.4800	0.5951	1.2709	0.0000	4.8000	0.0000
0.4500	0.5057	1.2709	0.0000	6.3000	0.0000
0.7300	1.3632	1.2712	0.0000	1.2600	0.0000
0.6200	0.3517	1.2716	0.0000	7.9000	0.0000
0.8300	1.6771	1.2718	0.0000	1.0200	0.0000
0.8100	0.3334	1.2718	0.0000	6.9000	0.0000
0.3900	0.9470	1.2720	0.0000	2.2600	0.0000
0.6600	1.3281	1.2720	0.0000	1.2400	0.0000
0.2800	0.5534	1.2721	0.0000	7.7000	0.0000
0.9700	0.4989	1.2721	0.0000	4.0500	0.0000
0.9700	0.5178	1.2721	0.0000	3.9000	0.0000
0.7600	1.4142	1.2723	0.0000	1.2200	0.0000
0.4000	0.9079	1.2723	0.0000	2.4800	0.0000
0.3400	0.8681	1.2726	0.0000	2.8600	0.0000
0.8600	0.5748	1.2727	0.0000	3.7000	0.0000
0.9700	1.4229	1.2727	0.0000	1.3800	0.0000
0.3800	0.8497	1.2729	0.0000	2.9000	0.0000
0.6100	0.3554	1.2729	0.0000	7.9000	0.0000
0.5300	1.1831	1.2730	0.0000	1.4000	0.0000
0.3100	0.8124	1.2730	0.0000	3.4500	0.0000
0.5800	0.3670	1.2734	0.0000	7.9000	0.0000
0.5200	0.9142	1.2734	0.0000	2.3400	0.0000
0.5900	0.3631	1.2735	0.0000	7.9000	0.0000
0.6800	1.3417	1.2735	0.0000	1.2400	0.0000
0.6000	0.3592	1.2735	0.0000	7.9000	0.0000
0.5700	1.2170	1.2739	0.0000	1.3600	0.0000
0.4400	1.0456	1.2740	0.0000	1.7800	0.0000
0.9400	0.5604	1.2741	0.0000	3.6500	0.0000
0.4000	0.5653	1.2741	0.0000	5.8000	0.0000
0.5700	0.3711	1.2742	0.0000	7.9000	0.0000
0.3800	0.5778	1.2742	0.0000	5.8000	0.0000
0.5800	0.6298	1.2743	0.0000	4.0000	0.0000
0.8000	1.4134	1.2743	0.0000	1.2600	0.0000
0.3400	0.5097	1.2744	0.0000	7.6000	0.0000
0.3800	0.8525	1.2745	0.0000	2.8800	0.0000
0.5000	0.9129	1.2745	0.0000	2.3600	0.0000
0.3100	0.7463	1.2751	0.0000	4.1500	0.0000
0.9700	0.5312	1.2753	0.0000	3.8000	0.0000
0.9200	0.7225	1.2754	0.0000	2.8200	0.0000
0.5400	1.1798	1.2755	0.0000	1.4200	0.0000
0.2700	0.7877	1.2757	0.0000	3.9500	0.0000
0.5300	1.1684	1.2757	0.0000	1.4400	0.0000
0.6200	0.5757	1.2758	0.0000	4.3500	0.0000
0.9700	0.5114	1.2758	0.0000	3.9500	0.0000
0.7100	1.4323	1.2759	0.0000	1.1400	0.0000
0.9700	0.5245	1.2759	0.0000	3.8500	0.0000
0.6100	0.5901	1.2760	0.0000	4.2500	0.0000
0.6700	1.3349	1.2761	0.0000	1.2400	0.0000
0.5400	0.5116	1.2762	0.0000	5.5000	0.0000
0.5900	0.5449	1.2763	0.0000	4.8000	0.0000
0.6700	0.6207	1.2767	0.0000	3.8000	0.0000
0.9900	0.4820	1.2771	0.0000	4.1500	0.0000
0.1900	0.6618	1.2772	0.0000	7.3000	0.0000
0.3400	0.5329	1.2774	0.0000	7.1000	0.0000
0.8000	0.3362	1.2774	0.0000	6.9000	0.0000
0.8600	0.4949	1.2776	0.0000	4.3500	0.0000
0.8500	1.4164	1.2777	0.0000	1.3000	0.0000
0.7200	1.4263	1.2778	0.0000	1.1600	0.0000
0.3800	0.8470	1.2778	0.0000	2.9200	0.0000
0.4000	1.0153	1.2779	0.0000	1.9000	0.0000
0.4200	1.0296	1.2782	0.0000	1.8400	0.0000
0.9300	0.7155	1.2783	0.0000	2.8400	0.0000
0.8000	1.3668	1.2783	0.0000	1.3200	0.0000
0.5300	1.1906	1.2785	0.0000	1.3800	0.0000
0.9700	0.5454	1.2785	0.0000	3.7000	0.0000
0.3900	0.9435	1.2787	0.0000	2.2800	0.0000
0.9700	0.5051	1.2787	0.0000	4.0000	0.0000
0.6900	0.5392	1.2788	0.0000	4.4500	0.0000
0.5000	1.0995	1.2789	0.0000	1.6200	0.0000
0.5000	0.9803	1.2790	0.0000	2.0600	0.0000
0.2100	0.6616	1.2793	0.0000	6.8000	0.0000
0.7300	0.3522	1.2793	0.0000	7.0000	0.0000
0.7800	1.4142	1.2794	0.0000	1.2400	0.0000
0.7400	0.6040	1.2794	0.0000	3.7500	0.0000
0.3900	1.0068	1.2795	0.0000	1.9400	0.0000
0.5000	1.0934	1.2795	0.0000	1.6400	0.0000
0.6300	0.3481	1.2795	0.0000	7.9000	0.0000
0.6000	0.6049	1.2798	0.0000	4.1500	0.0000
0.9300	0.5630	1.2801	0.0000	3.6500	0.0000
0.2700	0.7292	1.2802	0.0000	4.7000	0.0000
0.5600	0.3752	1.2803	0.0000	7.9000	0.0000
0.8300	0.3070	1.2803	0.0000	7.4000	0.0000
0.8500	0.5777	1.2804	0.0000	3.7000	0.0000
0.8700	1.3625	1.2805	0.0000	1.3800	0.0000
0.9700	0.6927	1.2805	0.0000	2.9000	0.0000
0.4500	0.5000	1.2806	0.0000	6.4000	0.0000
0.9800	0.5502	1.2807	0.0000	3.6500	0.0000
1.0000	0.6769	1.2807	0.0000	2.9400	0.0000
0.2800	1.1495	1.2807	0.0000	1.0400	0.0000
0.3800	0.8442	1.2811	0.0000	2.9400	0.0000
0.4600	0.9150	1.2817	0.0000	2.3800	0.0000
0.3800	0.8361	1.2818	0.0000	3.0000	0.0000
0.2500	0.7270	1.2820	0.0000	4.9500	0.0000
0.3600	0.8725	1.2820	0.0000	2.7800	0.0000
0.9800	0.4904	1.2821	0.0000	4.1000	0.0000
0.5000	1.0874	1.2822	0.0000	1.6600	0.0000
0.9400	0.7086	1.2824	0.0000	2.8600	0.0000
0.5300	1.1982	1.2825	0.0000	1.3600	0.0000
0.3800	0.8415	1.2829	0.0000	2.9600	0.0000
0.9700	0.5382	1.2830	0.0000	3.7500	0.0000
0.3800	0.8388	1.2831	0.0000	2.9800	0.0000
0.9400	1.4231	1.2832	0.0000	1.3600	0.0000
0.3200	0.8673	1.2834	0.0000	2.9200	0.0000
0.7600	0.5204	1.2835	0.0000	4.4000	0.0000
0.9700	0.7169	1.2836	0.0000	2.8000	0.0000
