purity	normFactor	score	diploidProportion	ploidy	somaticPenalty
0.4100	0.4588	1.7899	0.0000	7.7000	0.0000
0.2900	0.6021	1.7900	0.0000	6.5000	0.0000
0.8100	0.8331	1.7901	0.0000	2.4800	0.0000
0.9600	0.7842	1.7901	0.0000	2.5600	0.0000
0.8400	0.6350	1.7902	0.0000	3.3500	0.0000
0.6700	1.2350	1.7903	0.0000	1.4200	0.0000
0.3800	0.4911	1.7904	0.0000	7.4000	0.0000
0.3500	0.9091	1.7906	0.0000	2.5400	0.0000
0.6100	0.9219	1.7906	0.0000	2.2600	0.0000
0.3700	0.6250	1.7908	0.0000	5.2000	0.0000
0.4200	0.8428	1.7909	0.0000	2.8600	0.0000
0.9400	1.2254	1.7911	0.0000	1.6000	0.0000
0.2900	0.7005	1.7911	0.0000	4.9000	0.0000
0.4200	0.8398	1.7911	0.0000	2.8800	0.0000
0.4700	0.4728	1.7912	0.0000	6.7000	0.0000
0.7800	0.6356	1.7912	0.0000	3.4500	0.0000
0.8600	0.6382	1.7912	0.0000	3.3000	0.0000
0.4600	0.8744	1.7912	0.0000	2.6000	0.0000
0.7200	1.2576	1.7914	0.0000	1.4200	0.0000
0.3800	0.6660	1.7918	0.0000	4.6000	0.0000
0.9000	0.4682	1.7920	0.0000	4.5000	0.0000
0.2900	0.8423	1.7920	0.0000	3.2500	0.0000
0.8600	0.6855	1.7921	0.0000	3.0500	0.0000
0.7500	1.2595	1.7921	0.0000	1.4400	0.0000
0.7300	0.8628	1.7922	0.0000	2.4200	0.0000
0.3600	0.6862	1.7923	0.0000	4.5000	0.0000
0.4400	0.8655	1.7926	0.0000	2.6800	0.0000
0.5300	0.8664	1.7928	0.0000	2.5600	0.0000
0.5000	0.6633	1.7928	0.0000	4.0000	0.0000
0.7000	0.4693	1.7929	0.0000	5.2000	0.0000
0.9200	0.7970	1.7929	0.0000	2.5400	0.0000
0.8400	1.2463	1.7930	0.0000	1.5200	0.0000
0.5700	1.0813	1.7930	0.0000	1.7200	0.0000
0.6400	0.9026	1.7934	0.0000	2.3200	0.0000
0.4800	1.1823	1.7934	0.0000	1.3400	0.0000
0.5600	1.0417	1.7934	0.0000	1.8400	0.0000
0.5600	0.9895	1.7934	0.0000	2.0200	0.0000
0.6600	0.4548	1.7936	0.0000	5.6000	0.0000
0.6700	0.6549	1.7937	0.0000	3.5500	0.0000
0.6400	0.8129	1.7940	0.0000	2.7000	0.0000
0.4900	0.7212	1.7949	0.0000	3.5500	0.0000
0.9900	1.2108	1.7949	0.0000	1.6400	0.0000
0.8500	0.8206	1.7950	0.0000	2.5000	0.0000
0.6200	0.9155	1.7951	0.0000	2.2800	0.0000
0.9100	1.5424	1.7951	0.0000	1.2200	0.0000
0.5800	1.1039	1.7952	0.0000	1.6600	0.0000
0.9100	1.2301	1.7954	0.0000	1.5800	0.0000
0.9700	1.5520	1.7955	0.0000	1.2600	0.0000
0.6000	0.8347	1.7955	0.0000	2.6400	0.0000
0.7600	0.7457	1.7956	0.0000	2.8800	0.0000
0.3400	0.7197	1.7957	0.0000	4.2500	0.0000
0.6300	0.9091	1.7958	0.0000	2.3000	0.0000
0.2400	0.7549	1.7959	0.0000	4.6500	0.0000
0.5700	0.8497	1.7960	0.0000	2.6000	0.0000
0.3600	0.6461	1.7961	0.0000	5.0000	0.0000
0.7600	0.8525	1.7963	0.0000	2.4400	0.0000
0.6700	0.8879	1.7963	0.0000	2.3600	0.0000
0.4700	0.8757	1.7964	0.0000	2.5800	0.0000
0.7100	0.8713	1.7967	0.0000	2.4000	0.0000
0.8800	0.6512	1.7969	0.0000	3.2000	0.0000
0.8700	0.3268	1.7969	0.0000	6.7000	0.0000
0.6600	0.3535	1.7969	0.0000	7.5000	0.0000
0.2900	0.8581	1.7972	0.0000	3.1000	0.0000
0.8600	1.2404	1.7973	0.0000	1.5400	0.0000
0.8100	0.6350	1.7973	0.0000	3.4000	0.0000
0.9600	1.2170	1.7974	0.0000	1.6200	0.0000
0.8800	0.6607	1.7974	0.0000	3.1500	0.0000
0.9700	0.7825	1.7974	0.0000	2.5600	0.0000
0.8000	0.7231	1.7976	0.0000	2.9400	0.0000
0.6600	0.6583	1.7976	0.0000	3.5500	0.0000
0.6500	0.3655	1.7977	0.0000	7.3000	0.0000
0.5500	0.4932	1.7979	0.0000	5.7000	0.0000
0.2900	0.8475	1.7979	0.0000	3.2000	0.0000
0.2900	0.8528	1.7979	0.0000	3.1500	0.0000
0.9400	1.5479	1.7980	0.0000	1.2400	0.0000
0.7700	1.2562	1.7982	0.0000	1.4600	0.0000
0.6900	0.7840	1.7984	0.0000	2.7800	0.0000
0.6900	0.8797	1.7986	0.0000	2.3800	0.0000
0.6000	0.9334	1.7986	0.0000	2.2200	0.0000
0.6200	1.1690	1.7987	0.0000	1.5200	0.0000
0.3100	0.8852	1.7989	0.0000	2.8000	0.0000
0.4200	0.7332	1.7990	0.0000	3.7000	0.0000
0.7100	1.2530	1.7991	0.0000	1.4200	0.0000
0.4000	1.0540	1.7991	0.0000	1.7200	0.0000
0.8200	0.8314	1.7992	0.0000	2.4800	0.0000
0.6800	1.2394	1.7993	0.0000	1.4200	0.0000
0.4100	0.7379	1.7993	0.0000	3.7000	0.0000
0.6500	0.6617	1.7996	0.0000	3.5500	0.0000
0.4200	0.6436	1.7998	0.0000	4.6000	0.0000
0.2900	0.8635	1.7998	0.0000	3.0500	0.0000
0.7900	0.8420	1.7998	0.0000	2.4600	0.0000
0.8600	0.2813	1.7999	0.0000	7.9000	0.0000
0.3600	0.9376	1.7999	0.0000	2.3400	0.0000
0.4500	0.8698	1.8000	0.0000	2.6400	0.0000
0.5600	1.0356	1.8000	0.0000	1.8600	0.0000
0.7400	0.6399	1.8001	0.0000	3.5000	0.0000
0.8900	0.8080	1.8001	0.0000	2.5200	0.0000
0.2600	0.6546	1.8002	0.0000	6.0000	0.0000
0.6000	1.1385	1.8003	0.0000	1.5800	0.0000
0.5800	0.9562	1.8006	0.0000	2.1400	0.0000
0.4300	1.0835	1.8006	0.0000	1.6200	0.0000
0.1700	1.0774	1.8007	0.0000	1.1000	0.0000
0.8600	0.2779	1.8008	0.0000	8.0000	0.0000
0.7300	0.7615	1.8011	0.0000	2.8400	0.0000
0.9300	1.2224	1.8011	0.0000	1.6000	0.0000
0.4500	0.7567	1.8012	0.0000	3.4000	0.0000
0.4400	1.0963	1.8012	0.0000	1.5800	0.0000
0.3900	0.6603	1.8012	0.0000	4.6000	0.0000
0.8700	0.6445	1.8013	0.0000	3.2500	0.0000
0.6300	0.3600	1.8015	0.0000	7.6000	0.0000
0.7500	1.5367	1.8015	0.0000	1.0600	0.0000
0.2000	0.6503	1.8016	0.0000	7.3000	0.0000
0.5500	0.8581	1.8017	0.0000	2.5800	0.0000
0.9600	0.2663	1.8018	0.0000	7.7000	0.0000
0.7400	0.8612	1.8018	0.0000	2.4200	0.0000
0.8800	1.2339	1.8018	0.0000	1.5600	0.0000
0.7900	1.2522	1.8019	0.0000	1.4800	0.0000
0.9300	0.7953	1.8020	0.0000	2.5400	0.0000
0.4900	0.4625	1.8021	0.0000	6.7000	0.0000
0.4500	0.7139	1.8021	0.0000	3.7500	0.0000
0.7400	0.4407	1.8021	0.0000	5.4000	0.0000
0.4900	1.2301	1.8022	0.0000	1.2200	0.0000
0.7000	0.5025	1.8022	0.0000	4.8000	0.0000
0.5900	1.1206	1.8023	0.0000	1.6200	0.0000
0.9100	0.4655	1.8024	0.0000	4.5000	0.0000
0.4900	0.8750	1.8028	0.0000	2.5600	0.0000
0.9800	1.2081	1.8030	0.0000	1.6400	0.0000
0.4300	0.7909	1.8030	0.0000	3.2000	0.0000
0.4600	0.6272	1.8031	0.0000	4.5500	0.0000
0.4800	0.4676	1.8032	0.0000	6.7000	0.0000
0.5100	0.4055	1.8032	0.0000	7.7000	0.0000
0.7000	1.2484	1.8032	0.0000	1.4200	0.0000
0.5200	0.4585	1.8033	0.0000	6.5000	0.0000
0.5700	0.9728	1.8034	0.0000	2.0800	0.0000
0.6400	0.3735	1.8034	0.0000	7.2000	0.0000
0.6900	1.2439	1.8034	0.0000	1.4200	0.0000
0.8600	0.8189	1.8036	0.0000	2.5000	0.0000
0.5900	0.9448	1.8037	0.0000	2.1800	0.0000
0.8600	0.3294	1.8038	0.0000	6.7000	0.0000
0.3400	0.7570	1.8038	0.0000	3.8500	0.0000
0.4300	0.8584	1.8040	0.0000	2.7400	0.0000
0.8700	0.6730	1.8040	0.0000	3.1000	0.0000
0.8100	0.7165	1.8040	0.0000	2.9600	0.0000
0.9800	0.7808	1.8042	0.0000	2.5600	0.0000
0.4600	0.7462	1.8043	0.0000	3.4500	0.0000
0.8600	1.5369	1.8044	0.0000	1.1800	0.0000
0.6600	0.8946	1.8046	0.0000	2.3400	0.0000
0.8100	1.2477	1.8047	0.0000	1.5000	0.0000
0.3500	0.7567	1.8048	0.0000	3.8000	0.0000
0.5600	0.9950	1.8048	0.0000	2.0000	0.0000
0.7200	0.8698	1.8049	0.0000	2.4000	0.0000
0.5200	0.8686	1.8053	0.0000	2.5600	0.0000
0.6500	0.8063	1.8054	0.0000	2.7200	0.0000
0.4100	1.0649	1.8058	0.0000	1.6800	0.0000
0.1900	0.6834	1.8059	0.0000	6.8000	0.0000
0.4100	0.6491	1.8060	0.0000	4.6000	0.0000
0.7400	1.2551	1.8060	0.0000	1.4400	0.0000
0.7300	0.5011	1.8061	0.0000	4.7000	0.0000
0.4000	0.4693	1.8063	0.0000	7.6000	0.0000
0.5300	0.4484	1.8063	0.0000	6.6000	0.0000
0.5700	1.0746	1.8063	0.0000	1.7400	0.0000
0.4000	0.6546	1.8064	0.0000	4.6000	0.0000
0.9500	1.2142	1.8064	0.0000	1.6200	0.0000
0.4000	0.4564	1.8065	0.0000	7.9000	0.0000
0.9000	1.2269	1.8065	0.0000	1.5800	0.0000
0.7100	0.5035	1.8067	0.0000	4.7500	0.0000
0.7700	0.7390	1.8067	0.0000	2.9000	0.0000
0.2800	0.7007	1.8068	0.0000	5.0000	0.0000
0.6600	1.2206	1.8070	0.0000	1.4400	0.0000
0.8300	0.8297	1.8070	0.0000	2.4800	0.0000
0.3700	0.6761	1.8073	0.0000	4.5500	0.0000
0.8300	1.2425	1.8075	0.0000	1.5200	0.0000
0.6400	0.6651	1.8076	0.0000	3.5500	0.0000
0.3100	0.5156	1.8077	0.0000	8.0000	0.0000
1.0000	1.1988	1.8078	0.0000	1.6600	0.0000
0.7700	0.8509	1.8079	0.0000	2.4400	0.0000
0.5600	1.0296	1.8080	0.0000	1.8800	0.0000
0.4100	0.4503	1.8081	0.0000	7.9000	0.0000
0.6300	1.1810	1.8081	0.0000	1.5000	0.0000
0.6100	0.8283	1.8081	0.0000	2.6600	0.0000
0.8200	0.7098	1.8084	0.0000	2.9800	0.0000
0.7000	0.8782	1.8087	0.0000	2.3800	0.0000
0.6100	0.9271	1.8087	0.0000	2.2400	0.0000
0.8300	0.4834	1.8087	0.0000	4.5500	0.0000
0.2400	0.6082	1.8088	0.0000	7.3000	0.0000
0.6100	0.3941	1.8088	0.0000	7.0000	0.0000
0.6800	0.8865	1.8092	0.0000	2.3600	0.0000
0.8000	0.8404	1.8094	0.0000	2.4600	0.0000
0.7000	0.7774	1.8096	0.0000	2.8000	0.0000
0.8800	0.2801	1.8096	0.0000	7.8000	0.0000
0.5000	0.4575	1.8097	0.0000	6.7000	0.0000
0.7700	0.6385	1.8099	0.0000	3.4500	0.0000
0.9900	0.7791	1.8102	0.0000	2.5600	0.0000
0.9400	0.7936	1.8103	0.0000	2.5400	0.0000
0.8500	0.3319	1.8103	0.0000	6.7000	0.0000
0.8300	0.6377	1.8103	0.0000	3.3500	0.0000
0.8300	0.7032	1.8103	0.0000	3.0000	0.0000
0.6700	0.4510	1.8104	0.0000	5.6000	0.0000
0.9000	0.8063	1.8105	0.0000	2.5200	0.0000
0.3500	0.6600	1.8105	0.0000	4.9000	0.0000
0.8500	1.2368	1.8106	0.0000	1.5400	0.0000
0.3200	0.6314	1.8107	0.0000	5.6000	0.0000
0.3300	0.8946	1.8107	0.0000	2.6800	0.0000
0.5100	0.6427	1.8108	0.0000	4.1500	0.0000
0.6500	0.9013	1.8110	0.0000	2.3200	0.0000
0.5000	0.8728	1.8111	0.0000	2.5600	0.0000
0.9200	1.2194	1.8111	0.0000	1.6000	0.0000
0.9700	1.2055	1.8111	0.0000	1.6400	0.0000
0.5100	0.8707	1.8117	0.0000	2.5600	0.0000
0.3400	0.4968	1.8117	0.0000	7.9000	0.0000
0.5900	0.4118	1.8119	0.0000	6.8000	0.0000
0.9200	0.4628	1.8121	0.0000	4.5000	0.0000
0.8500	0.6409	1.8123	0.0000	3.3000	0.0000
0.3800	1.0384	1.8126	0.0000	1.7800	0.0000
0.7400	0.7548	1.8128	0.0000	2.8600	0.0000
0.5600	1.0006	1.8130	0.0000	1.9800	0.0000
0.5800	1.0968	1.8130	0.0000	1.6800	0.0000
0.6500	0.3612	1.8134	0.0000	7.4000	0.0000
0.7600	1.2519	1.8136	0.0000	1.4600	0.0000
0.5800	0.8434	1.8138	0.0000	2.6200	0.0000
0.3700	0.6178	1.8138	0.0000	5.3000	0.0000
0.8700	1.2305	1.8140	0.0000	1.5600	0.0000
0.6100	1.1492	1.8141	0.0000	1.5600	0.0000
0.3600	0.9408	1.8141	0.0000	2.3200	0.0000
0.7200	0.4548	1.8142	0.0000	5.3000	0.0000
0.7600	0.4270	1.8143	0.0000	5.5000	0.0000
0.6200	0.9208	1.8143	0.0000	2.2600	0.0000
0.6300	0.6686	1.8144	0.0000	3.5500	0.0000
0.4900	0.5088	1.8145	0.0000	5.9000	0.0000
0.4900	1.2376	1.8145	0.0000	1.2000	0.0000
0.7500	0.8596	1.8145	0.0000	2.4200	0.0000
0.5600	1.0237	1.8147	0.0000	1.9000	0.0000
0.7900	0.4909	1.8147	0.0000	4.6000	0.0000
0.4500	1.1155	1.8147	0.0000	1.5200	0.0000
0.1900	1.0995	1.8147	0.0000	1.0000	0.0000
0.6400	1.1936	1.8147	0.0000	1.4800	0.0000
0.6500	1.2068	1.8148	0.0000	1.4600	0.0000
0.6400	0.9079	1.8149	0.0000	2.3000	0.0000
0.6600	0.7997	1.8150	0.0000	2.7400	0.0000
0.9900	1.1964	1.8151	0.0000	1.6600	0.0000
0.3500	0.7007	1.8152	0.0000	4.4000	0.0000
0.8700	0.8173	1.8154	0.0000	2.5000	0.0000
0.9400	1.2114	1.8154	0.0000	1.6200	0.0000
1.0000	0.7774	1.8154	0.0000	2.5600	0.0000
0.4900	0.6733	1.8160	0.0000	3.9500	0.0000
0.8500	0.6880	1.8160	0.0000	3.0500	0.0000
0.3500	0.4896	1.8161	0.0000	7.9000	0.0000
0.2900	0.8690	1.8161	0.0000	3.0000	0.0000
0.7800	0.7323	1.8162	0.0000	2.9200	0.0000
0.6300	0.9144	1.8162	0.0000	2.2800	0.0000
0.5100	0.4526	1.8163	0.0000	6.7000	0.0000
0.5000	0.4103	1.8164	0.0000	7.7000	0.0000
0.5800	0.9616	1.8164	0.0000	2.1200	0.0000
0.4200	0.4955	1.8164	0.0000	6.8000	0.0000
0.8400	0.8281	1.8165	0.0000	2.4800	0.0000
0.2500	0.6633	1.8165	0.0000	6.0000	0.0000
0.7600	0.4958	1.8165	0.0000	4.6500	0.0000
0.8000	0.6378	1.8165	0.0000	3.4000	0.0000
0.6200	0.3637	1.8166	0.0000	7.6000	0.0000
0.8400	0.3346	1.8168	0.0000	6.7000	0.0000
0.5200	0.4478	1.8169	0.0000	6.7000	0.0000
0.5000	0.4795	1.8169	0.0000	6.3000	0.0000
0.7300	0.6430	1.8171	0.0000	3.5000	0.0000
0.9700	0.2643	1.8172	0.0000	7.7000	0.0000
0.2300	0.7527	1.8174	0.0000	4.8000	0.0000
0.7800	1.2481	1.8174	0.0000	1.4800	0.0000
0.8900	1.2237	1.8175	0.0000	1.5800	0.0000
0.4700	1.1583	1.8175	0.0000	1.4000	0.0000
0.7000	0.4981	1.8177	0.0000	4.8500	0.0000
0.9500	0.7919	1.8177	0.0000	2.5400	0.0000
0.5700	1.0681	1.8177	0.0000	1.7600	0.0000
0.7300	1.2506	1.8177	0.0000	1.4400	0.0000
0.8100	0.8388	1.8177	0.0000	2.4600	0.0000
0.7800	1.5331	1.8177	0.0000	1.1000	0.0000
0.8900	1.5451	1.8179	0.0000	1.2000	0.0000
0.5600	1.0063	1.8179	0.0000	1.9600	0.0000
0.6700	0.8933	1.8179	0.0000	2.3400	0.0000
0.7800	0.8493	1.8182	0.0000	2.4400	0.0000
0.4400	0.8622	1.8183	0.0000	2.7000	0.0000
0.5600	1.0178	1.8186	0.0000	1.9200	0.0000
0.7300	0.8682	1.8187	0.0000	2.4000	0.0000
0.8700	0.6538	1.8188	0.0000	3.2000	0.0000
0.7000	0.4896	1.8189	0.0000	4.9500	0.0000
0.8400	1.5374	1.8189	0.0000	1.1600	0.0000
0.3600	1.0096	1.8192	0.0000	1.9200	0.0000
0.9600	1.2029	1.8192	0.0000	1.6400	0.0000
0.6200	0.6721	1.8192	0.0000	3.5500	0.0000
0.6900	0.8851	1.8193	0.0000	2.3600	0.0000
0.6200	0.8218	1.8196	0.0000	2.6800	0.0000
0.6000	0.9387	1.8196	0.0000	2.2000	0.0000
0.9800	1.5611	1.8197	0.0000	1.2600	0.0000
0.8000	1.2438	1.8197	0.0000	1.5000	0.0000
0.5600	1.0120	1.8198	0.0000	1.9400	0.0000
0.8700	0.6632	1.8198	0.0000	3.1500	0.0000
0.4800	1.1891	1.8198	0.0000	1.3200	0.0000
0.9100	0.8046	1.8199	0.0000	2.5200	0.0000
0.3700	0.7517	1.8202	0.0000	3.7500	0.0000
0.5000	0.7171	1.8202	0.0000	3.5500	0.0000
0.7100	0.8767	1.8202	0.0000	2.3800	0.0000
0.5100	0.6173	1.8206	0.0000	4.4000	0.0000
0.3900	0.4801	1.8206	0.0000	7.5000	0.0000
0.7000	0.4938	1.8206	0.0000	4.9000	0.0000
0.3000	0.8837	1.8207	0.0000	2.8400	0.0000
0.7100	0.7707	1.8209	0.0000	2.8200	0.0000
0.3900	0.4627	1.8209	0.0000	7.9000	0.0000
0.9300	0.4601	1.8209	0.0000	4.5000	0.0000
0.9100	1.2164	1.8210	0.0000	1.6000	0.0000
0.4800	0.6219	1.8211	0.0000	4.5000	0.0000
0.3600	1.0133	1.8211	0.0000	1.9000	0.0000
0.6800	0.4474	1.8212	0.0000	5.6000	0.0000
0.2000	0.6589	1.8213	0.0000	7.1000	0.0000
0.3600	1.0059	1.8214	0.0000	1.9400	0.0000
0.6700	1.2248	1.8214	0.0000	1.4400	0.0000
0.4400	0.7737	1.8216	0.0000	3.3000	0.0000
0.8200	1.2388	1.8216	0.0000	1.5200	0.0000
0.6100	0.6756	1.8218	0.0000	3.5500	0.0000
0.3200	0.8897	1.8222	0.0000	2.7400	0.0000
0.5900	1.1132	1.8223	0.0000	1.6400	0.0000
0.4300	0.7978	1.8224	0.0000	3.1500	0.0000
0.9800	1.1939	1.8224	0.0000	1.6600	0.0000
0.6000	1.1307	1.8224	0.0000	1.6000	0.0000
0.3600	0.6104	1.8225	0.0000	5.5000	0.0000
0.6200	1.1605	1.8225	0.0000	1.5400	0.0000
0.3400	0.9029	1.8225	0.0000	2.6000	0.0000
0.5300	0.4431	1.8225	0.0000	6.7000	0.0000
0.7000	0.4854	1.8226	0.0000	5.0000	0.0000
0.4900	0.4964	1.8226	0.0000	6.1000	0.0000
0.8600	0.6472	1.8227	0.0000	3.2500	0.0000
0.5700	0.9783	1.8229	0.0000	2.0600	0.0000
0.8300	0.3372	1.8232	0.0000	6.7000	0.0000
0.5400	0.8603	1.8232	0.0000	2.5800	0.0000
0.4600	0.8708	1.8233	0.0000	2.6200	0.0000
0.5000	0.6579	1.8235	0.0000	4.0500	0.0000
0.5100	0.6374	1.8235	0.0000	4.2000	0.0000
0.8400	1.2333	1.8236	0.0000	1.5400	0.0000
0.6700	0.7931	1.8237	0.0000	2.7600	0.0000
0.2800	0.6872	1.8239	0.0000	5.2000	0.0000
0.7900	0.7256	1.8240	0.0000	2.9400	0.0000
0.4900	1.2452	1.8240	0.0000	1.1800	0.0000
0.9200	1.5518	1.8240	0.0000	1.2200	0.0000
0.5900	0.9502	1.8241	0.0000	2.1600	0.0000
0.3100	1.1563	1.8242	0.0000	1.1000	0.0000
0.7500	0.7481	1.8242	0.0000	2.8800	0.0000
0.9600	0.7902	1.8242	0.0000	2.5400	0.0000
0.9500	1.5571	1.8243	0.0000	1.2400	0.0000
0.9300	1.2086	1.8243	0.0000	1.6200	0.0000
0.4600	1.1361	1.8244	0.0000	1.4600	0.0000
0.7000	0.4772	1.8245	0.0000	5.1000	0.0000
0.5600	0.8519	1.8245	0.0000	2.6000	0.0000
1.0000	1.1845	1.8249	0.0000	1.6800	0.0000
0.6600	0.9000	1.8250	0.0000	2.3200	0.0000
0.3600	0.4825	1.8255	0.0000	7.9000	0.0000
0.7600	0.8581	1.8256	0.0000	2.4200	0.0000
0.4800	0.8734	1.8258	0.0000	2.5800	0.0000
0.8600	1.2272	1.8259	0.0000	1.5600	0.0000
0.3400	0.7242	1.8260	0.0000	4.2000	0.0000
0.8800	0.8156	1.8261	0.0000	2.5000	0.0000
0.3500	0.9120	1.8265	0.0000	2.5200	0.0000
0.3600	1.0170	1.8265	0.0000	1.8800	0.0000
0.3600	0.9440	1.8267	0.0000	2.3000	0.0000
0.4500	0.8664	1.8268	0.0000	2.6600	0.0000
0.7200	1.2463	1.8269	0.0000	1.4400	0.0000
0.5400	0.4385	1.8270	0.0000	6.7000	0.0000
0.7900	0.8477	1.8271	0.0000	2.4400	0.0000
0.8600	0.6755	1.8272	0.0000	3.1000	0.0000
0.9500	1.2003	1.8272	0.0000	1.6400	0.0000
0.5700	1.0616	1.8273	0.0000	1.7800	0.0000
0.7500	1.2477	1.8274	0.0000	1.4600	0.0000
0.8200	0.8371	1.8274	0.0000	2.4600	0.0000
0.1900	1.0972	1.8276	0.0000	1.0200	0.0000
0.6000	0.6792	1.8276	0.0000	3.5500	0.0000
0.5000	0.6171	1.8276	0.0000	4.4500	0.0000
0.4300	0.8553	1.8277	0.0000	2.7600	0.0000
0.3300	0.6768	1.8279	0.0000	4.8500	0.0000
0.8200	1.5369	1.8279	0.0000	1.1400	0.0000
0.9200	0.8029	1.8283	0.0000	2.5200	0.0000
0.8800	1.2206	1.8284	0.0000	1.5800	0.0000
0.7600	0.6415	1.8284	0.0000	3.4500	0.0000
0.4200	1.0764	1.8286	0.0000	1.6400	0.0000
0.3000	1.1424	1.8287	0.0000	1.1400	0.0000
0.8500	0.8264	1.8287	0.0000	2.4800	0.0000
0.5600	0.4887	1.8287	0.0000	5.7000	0.0000
0.8400	0.4805	1.8287	0.0000	4.5500	0.0000
0.8000	1.5355	1.8290	0.0000	1.1200	0.0000
0.9400	0.4575	1.8290	0.0000	4.5000	0.0000
0.8200	0.3399	1.8292	0.0000	6.7000	0.0000
0.3700	0.6108	1.8292	0.0000	5.4000	0.0000
0.5800	1.0898	1.8293	0.0000	1.7000	0.0000
0.2900	0.8712	1.8294	0.0000	2.9800	0.0000
0.5900	0.8370	1.8296	0.0000	2.6400	0.0000
0.6300	1.1723	1.8296	0.0000	1.5200	0.0000
0.9700	1.1915	1.8297	0.0000	1.6600	0.0000
0.8000	0.7189	1.8298	0.0000	2.9600	0.0000
0.6100	0.9324	1.8299	0.0000	2.2200	0.0000
0.9700	0.7885	1.8300	0.0000	2.5400	0.0000
0.3700	1.0332	1.8300	0.0000	1.8000	0.0000
0.6500	0.9066	1.8301	0.0000	2.3000	0.0000
0.6900	0.4438	1.8301	0.0000	5.6000	0.0000
0.6300	0.8153	1.8303	0.0000	2.7000	0.0000
0.4900	1.2529	1.8305	0.0000	1.1600	0.0000
0.8200	0.6405	1.8305	0.0000	3.3500	0.0000
0.6800	1.2290	1.8308	0.0000	1.4400	0.0000
0.9000	1.2134	1.8309	0.0000	1.6000	0.0000
0.5100	0.4689	1.8310	0.0000	6.4000	0.0000
0.6800	0.8919	1.8310	0.0000	2.3400	0.0000
0.6100	0.3674	1.8311	0.0000	7.6000	0.0000
0.3700	0.4757	1.8311	0.0000	7.9000	0.0000
0.7400	0.8667	1.8312	0.0000	2.4000	0.0000
0.4300	0.8047	1.8313	0.0000	3.1000	0.0000
0.4900	0.4152	1.8313	0.0000	7.7000	0.0000
0.9900	1.1823	1.8315	0.0000	1.6800	0.0000
0.4800	0.7316	1.8316	0.0000	3.5000	0.0000
0.2700	0.6138	1.8318	0.0000	6.6000	0.0000
0.3600	1.0022	1.8318	0.0000	1.9600	0.0000
0.5100	0.6222	1.8318	0.0000	4.3500	0.0000
0.8700	0.2790	1.8318	0.0000	7.9000	0.0000
0.7200	0.7640	1.8318	0.0000	2.8400	0.0000
0.7700	1.2441	1.8320	0.0000	1.4800	0.0000
0.4700	0.8721	1.8321	0.0000	2.6000	0.0000
0.9800	0.2623	1.8322	0.0000	7.7000	0.0000
0.5100	0.5053	1.8325	0.0000	5.8000	0.0000
0.3800	0.4958	1.8326	0.0000	7.3000	0.0000
0.6800	0.7864	1.8328	0.0000	2.7800	0.0000
0.3800	0.4691	1.8329	0.0000	7.9000	0.0000
0.7200	0.6461	1.8329	0.0000	3.5000	0.0000
0.4800	0.6834	1.8330	0.0000	3.9000	0.0000
0.8400	0.6436	1.8332	0.0000	3.3000	0.0000
0.9200	1.2058	1.8332	0.0000	1.6200	0.0000
0.7100	1.2419	1.8333	0.0000	1.4400	0.0000
0.3200	1.1668	1.8334	0.0000	1.0800	0.0000
0.8100	0.7123	1.8336	0.0000	2.9800	0.0000
0.4900	1.2765	1.8337	0.0000	1.1000	0.0000
0.7900	1.2399	1.8342	0.0000	1.5000	0.0000
0.2800	0.6322	1.8342	0.0000	6.1000	0.0000
0.4900	1.2606	1.8342	0.0000	1.1400	0.0000
0.7200	0.8753	1.8343	0.0000	2.3800	0.0000
0.7600	0.7414	1.8344	0.0000	2.9000	0.0000
0.6600	1.2108	1.8344	0.0000	1.4600	0.0000
0.4900	0.5025	1.8344	0.0000	6.0000	0.0000
0.5100	0.7131	1.8346	0.0000	3.5500	0.0000
0.6400	0.9132	1.8346	0.0000	2.2800	0.0000
0.5100	0.6323	1.8346	0.0000	4.2500	0.0000
0.7000	0.8837	1.8347	0.0000	2.3600	0.0000
0.3900	0.5088	1.8347	0.0000	6.9000	0.0000
0.8900	0.2779	1.8348	0.0000	7.8000	0.0000
0.8100	0.3427	1.8348	0.0000	6.7000	0.0000
0.2900	0.6075	1.8349	0.0000	6.4000	0.0000
0.9800	0.7868	1.8350	0.0000	2.5400	0.0000
0.4900	1.2685	1.8350	0.0000	1.1200	0.0000
0.8200	0.7057	1.8351	0.0000	3.0000	0.0000
0.5700	1.0552	1.8351	0.0000	1.8000	0.0000
0.5900	0.4069	1.8352	0.0000	6.9000	0.0000
0.7700	0.8565	1.8352	0.0000	2.4200	0.0000
0.9400	1.1977	1.8353	0.0000	1.6400	0.0000
0.8100	1.2351	1.8354	0.0000	1.5200	0.0000
0.6200	0.9261	1.8354	0.0000	2.2400	0.0000
0.6900	1.2333	1.8357	0.0000	1.4400	0.0000
0.8900	0.8139	1.8357	0.0000	2.5000	0.0000
0.9300	0.8013	1.8358	0.0000	2.5200	0.0000
0.7900	0.6407	1.8358	0.0000	3.4000	0.0000
0.3600	1.0207	1.8361	0.0000	1.8600	0.0000
0.7000	1.2376	1.8363	0.0000	1.4400	0.0000
0.2400	0.7584	1.8364	0.0000	4.6000	0.0000
0.9500	0.4549	1.8364	0.0000	4.5000	0.0000
0.1700	0.6741	1.8364	0.0000	7.6000	0.0000
